player_id,player,nfl_team,nfl_season,nfl_targets,nfl_contested_targets,nfl_contested_receptions,nfl_cc_rate,nfl_receptions,nfl_rec_yards,nfl_rec_tds,nfl_yac,nfl_yac_per_rec
66581,Christian Watson,Packers,2023,55,19,6,0.3157894736842105,28,422,5,106,3.8
66581,Christian Watson,Packers,2024,55,17,10,0.5882352941176471,30,622,2,155,5.2
66581,Christian Watson,Packers,2025,56,21,11,0.5238095238095238,36,633,6,118,3.3
66915,Justin Watson,Chiefs,2022,37,5,1,0.2,16,349,2,56,3.5
66915,Justin Watson,Chiefs,2023,53,13,7,0.5384615384615384,27,460,3,49,1.8
66915,Justin Watson,Chiefs,2024,33,6,5,0.8333333333333334,22,289,2,64,2.9
66915,Justin Watson,Texans,2025,5,1,1,1.0,3,30,0,13,4.3
73774,Rome Odunze,Bears,2024,102,19,13,0.6842105263157895,57,757,3,272,4.8
73774,Rome Odunze,Bears,2025,95,20,7,0.35,46,677,6,211,4.6
76366,Johnny Wilson,Eagles,2024,17,6,1,0.1666666666666666,6,47,1,15,2.5
77965,Tutu Atwell,Rams,2022,37,7,4,0.5714285714285714,18,298,1,66,3.7
77965,Tutu Atwell,Rams,2023,73,11,5,0.4545454545454545,41,493,3,111,2.7
77965,Tutu Atwell,Rams,2024,63,8,2,0.25,42,562,0,124,3.0
77965,Tutu Atwell,Rams,2025,18,7,1,0.1428571428571428,6,192,1,65,10.8
77975,A.T. Perry,Saints,2023,20,7,4,0.5714285714285714,12,246,4,19,1.6
77985,Antoine Green,Lions,2023,2,1,0,0.0,1,2,0,1,1.0
77986,Dyami Brown,Commanders,2022,12,2,1,0.5,5,143,2,31,6.2
77986,Dyami Brown,Commanders,2023,26,5,2,0.4,12,168,1,77,6.4
77986,Dyami Brown,Commanders,2024,42,6,3,0.5,33,379,1,269,8.2
77986,Dyami Brown,Jaguars,2025,39,8,4,0.5,20,227,1,36,1.8
77997,Jake Bobo,Seahawks,2023,26,7,5,0.7142857142857143,21,205,2,89,4.2
77997,Jake Bobo,Seahawks,2024,19,3,2,0.6666666666666666,13,107,1,27,2.1
77997,Jake Bobo,Seahawks,2025,2,0,0,,2,20,0,4,2.0
78021,Justyn Ross,Chiefs,2023,12,3,1,0.3333333333333333,6,53,0,14,2.3
78021,Justyn Ross,Chiefs,2024,1,0,0,,0,0,0,0,0.0
78038,Alec Pierce,Colts,2022,81,31,12,0.3870967741935484,42,596,2,117,2.8
78038,Alec Pierce,Colts,2023,69,22,9,0.4090909090909091,33,528,2,101,3.1
78038,Alec Pierce,Colts,2024,75,22,10,0.4545454545454545,40,880,7,118,3.0
78038,Alec Pierce,Colts,2025,94,36,15,0.4166666666666667,50,1043,6,196,3.9
78092,Tyquan Thornton,Patriots,2022,45,6,1,0.1666666666666666,22,247,2,66,3.0
78092,Tyquan Thornton,Patriots,2023,22,3,1,0.3333333333333333,13,91,0,48,3.7
78092,Tyquan Thornton,Patriots,2024,10,3,1,0.3333333333333333,4,47,0,26,6.5
78092,Tyquan Thornton,Chiefs,2025,38,11,4,0.3636363636363636,19,438,3,62,3.3
78148,Erik Ezukanma,Dolphins,2022,1,0,0,,1,3,0,7,7.0
78148,Erik Ezukanma,Dolphins,2023,2,0,0,,0,0,0,0,0.0
78148,Erik Ezukanma,Dolphins,2024,2,0,0,,0,0,0,0,0.0
78171,Jayden Reed,Packers,2023,98,14,3,0.2142857142857142,68,799,8,354,5.2
78171,Jayden Reed,Packers,2024,81,14,8,0.5714285714285714,56,895,6,405,7.2
78171,Jayden Reed,Packers,2025,23,3,2,0.6666666666666666,20,246,1,86,4.3
78187,Dylan Drummond,Lions,2023,0,0,0,,0,0,0,0,0.0
78187,Dylan Drummond,Falcons,2025,11,6,2,0.3333333333333333,7,42,0,17,2.4
78196,Derius Davis,Chargers,2023,17,0,0,,15,66,0,114,7.6
78196,Derius Davis,Chargers,2024,16,0,0,,14,125,2,118,8.4
78196,Derius Davis,Chargers,2025,4,1,1,1.0,3,16,0,8,2.7
78734,Ryan Miller,Buccaneers,2023,0,0,0,,0,0,0,0,0.0
78734,Ryan Miller,Buccaneers,2024,20,7,3,0.4285714285714285,12,128,2,56,4.7
78734,Ryan Miller,Buccaneers,2025,4,1,1,1.0,2,34,1,0,0.0
78874,Tank Dell,Texans,2023,81,12,7,0.5833333333333334,50,782,7,149,3.0
78874,Tank Dell,Texans,2024,89,19,9,0.4736842105263157,54,709,3,168,3.1
84088,Jaylen Waddle,Dolphins,2022,121,24,5,0.2083333333333333,76,1371,8,530,7.0
84088,Jaylen Waddle,Dolphins,2023,110,14,5,0.3571428571428571,75,1062,4,427,5.7
84088,Jaylen Waddle,Dolphins,2024,89,6,3,0.5,60,748,2,238,4.0
84088,Jaylen Waddle,Dolphins,2025,104,24,13,0.5416666666666666,67,969,6,234,3.5
84096,Chris Blair,Falcons,2023,0,0,0,,0,0,0,0,0.0
84096,Chris Blair,Falcons,2024,2,0,0,,1,17,0,0,0.0
84096,Chris Blair,Falcons,2025,0,0,0,,0,0,0,0,0.0
84109,Brandon Aiyuk,49ers,2022,121,27,12,0.4444444444444444,82,1089,8,378,4.6
84109,Brandon Aiyuk,49ers,2023,108,14,8,0.5714285714285714,78,1404,7,397,5.1
84109,Brandon Aiyuk,49ers,2024,49,8,5,0.625,27,398,0,111,4.1
84117,Michael Woods II,Browns,2022,11,0,0,,6,54,0,25,4.2
84117,Michael Woods II,Browns,2024,23,6,1,0.1666666666666666,9,93,0,37,4.1
84135,Anthony Schwartz,Browns,2022,10,2,0,0.0,4,51,0,30,7.5
84136,Shedrick Jackson,Bengals,2023,1,1,0,0.0,0,0,0,0,0.0
84136,Shedrick Jackson,Raiders,2025,5,1,0,0.0,4,56,1,5,1.3
84140,Khalil Shakir,Bills,2022,19,3,2,0.6666666666666666,11,163,1,75,6.8
84140,Khalil Shakir,Bills,2023,48,4,2,0.5,41,618,2,299,7.3
84140,Khalil Shakir,Bills,2024,101,17,6,0.3529411764705882,77,829,4,604,7.8
84140,Khalil Shakir,Bills,2025,97,16,6,0.375,76,723,4,573,7.5
84147,Dax Milne,Commanders,2022,7,0,0,,6,37,1,14,2.3
84150,Nikko Remigio,Chiefs,2024,6,1,0,0.0,2,48,0,16,8.0
84150,Nikko Remigio,Chiefs,2025,1,0,0,,1,21,0,3,3.0
84248,Bryce Oliver,Titans,2024,7,0,0,,6,95,0,28,4.7
84248,Bryce Oliver,Titans,2025,1,0,0,,1,8,0,2,2.0
84270,Ja'Marr Chase,Bengals,2022,135,28,11,0.3928571428571428,90,1078,9,432,4.8
84270,Ja'Marr Chase,Bengals,2023,148,28,11,0.3928571428571428,102,1227,7,556,5.5
84270,Ja'Marr Chase,Bengals,2024,180,28,12,0.4285714285714285,129,1725,17,800,6.2
84270,Ja'Marr Chase,Bengals,2025,195,39,18,0.4615384615384615,127,1435,8,654,5.2
84271,Terrace Marshall Jr.,Panthers,2022,49,20,7,0.35,28,490,1,143,5.1
84271,Terrace Marshall Jr.,Panthers,2023,32,5,2,0.4,20,162,0,59,3.0
84271,Terrace Marshall Jr.,Raiders,2024,6,2,1,0.5,3,41,0,4,1.3
84288,Ronnie Bell,49ers,2023,13,7,3,0.4285714285714285,6,68,3,11,1.8
84288,Ronnie Bell,49ers,2024,6,2,0,0.0,2,22,0,2,1.0
84288,Ronnie Bell,Saints,2025,4,0,0,,2,23,1,1,0.5
84292,Jalen Nailor,Vikings,2022,12,1,1,1.0,9,179,1,68,7.6
84292,Jalen Nailor,Vikings,2023,6,1,0,0.0,3,29,0,21,7.0
84292,Jalen Nailor,Vikings,2024,44,5,2,0.4,29,444,6,105,3.6
84292,Jalen Nailor,Vikings,2025,54,12,9,0.75,32,499,4,130,4.1
84296,Rashod Bateman,Ravens,2022,28,1,0,0.0,15,285,2,137,9.1
84296,Rashod Bateman,Ravens,2023,57,12,5,0.4166666666666667,34,389,1,69,2.0
84296,Rashod Bateman,Ravens,2024,71,7,1,0.1428571428571428,45,756,9,186,4.1
84296,Rashod Bateman,Ravens,2025,36,5,2,0.4,20,226,2,42,2.1
84302,Elijah Moore,Jets,2022,61,6,1,0.1666666666666666,38,458,1,96,2.5
84302,Elijah Moore,Browns,2023,103,12,4,0.3333333333333333,62,679,2,198,3.2
84302,Elijah Moore,Browns,2024,100,20,10,0.5,63,551,1,141,2.2
84302,Elijah Moore,Bills,2025,17,5,1,0.2,9,112,0,57,6.3
84329,Romeo Doubs,Packers,2022,66,15,5,0.3333333333333333,42,425,3,194,4.6
84329,Romeo Doubs,Packers,2023,101,28,14,0.5,60,694,8,140,2.3
84329,Romeo Doubs,Packers,2024,74,18,11,0.6111111111111112,47,603,4,141,3.0
84329,Romeo Doubs,Packers,2025,90,30,12,0.4,57,733,6,166,2.9
84345,Kevin Austin Jr.,Saints,2024,22,5,2,0.4,11,151,0,39,3.5
84345,Kevin Austin Jr.,Saints,2025,25,3,0,0.0,15,155,1,69,4.6
84355,Chris Olave,Saints,2022,123,25,8,0.32,74,1066,4,219,3.0
84355,Chris Olave,Saints,2023,142,25,10,0.4,89,1149,5,356,4.0
84355,Chris Olave,Saints,2024,48,10,7,0.7,36,457,1,122,3.4
84355,Chris Olave,Saints,2025,162,36,16,0.4444444444444444,104,1188,9,301,2.9
84375,Jahan Dotson,Commanders,2022,60,19,12,0.631578947368421,37,564,7,144,3.9
84375,Jahan Dotson,Commanders,2023,83,14,4,0.2857142857142857,50,522,4,119,2.4
84375,Jahan Dotson,Eagles,2024,32,5,1,0.2,20,220,0,80,4.0
84375,Jahan Dotson,Eagles,2025,34,7,4,0.5714285714285714,19,267,1,50,2.6
84423,Michael Wilson,Cardinals,2023,65,17,8,0.4705882352941176,39,567,3,143,3.7
84423,Michael Wilson,Cardinals,2024,76,19,11,0.5789473684210527,49,585,4,147,3.0
84423,Michael Wilson,Cardinals,2025,135,37,24,0.6486486486486487,85,1126,7,316,3.7
84424,Simi Fehoko,Cowboys,2022,4,2,1,0.5,3,24,0,10,3.3
84424,Simi Fehoko,Chargers,2023,2,0,0,,1,9,1,7,7.0
84424,Simi Fehoko,Chargers,2024,18,6,2,0.3333333333333333,7,106,0,20,2.9
84424,Simi Fehoko,Cardinals,2025,0,0,0,,0,0,0,0,0.0
84425,Brycen Tremayne,Commanders,2024,1,0,0,,1,-2,0,2,2.0
84425,Brycen Tremayne,Panthers,2025,18,2,1,0.5,14,160,0,54,3.9
84434,Cedric Tillman,Browns,2023,44,7,2,0.2857142857142857,21,224,0,67,3.2
84434,Cedric Tillman,Browns,2024,49,8,5,0.625,31,360,3,116,3.7
84434,Cedric Tillman,Browns,2025,44,8,3,0.375,22,306,2,62,2.8
84463,Kyle Philips,Titans,2022,14,3,2,0.6666666666666666,8,78,0,19,2.4
84463,Kyle Philips,Titans,2023,23,1,0,0.0,15,181,0,87,5.8
84470,Amon-Ra St. Brown,Lions,2022,145,13,5,0.3846153846153846,110,1181,6,564,5.1
84470,Amon-Ra St. Brown,Lions,2023,165,27,13,0.4814814814814814,121,1547,10,683,5.6
84470,Amon-Ra St. Brown,Lions,2024,139,30,20,0.6666666666666666,116,1270,12,412,3.5
84470,Amon-Ra St. Brown,Lions,2025,167,24,10,0.4166666666666667,120,1412,11,585,4.9
84480,Deven Thompkins,Buccaneers,2022,10,2,0,0.0,5,32,0,34,6.8
84480,Deven Thompkins,Buccaneers,2023,26,4,0,0.0,18,87,1,73,4.1
84480,Deven Thompkins,Panthers,2024,4,0,0,,4,20,0,27,6.8
84480,Deven Thompkins,Falcons,2025,3,0,0,,3,27,0,20,6.7
86519,Drake London,Falcons,2022,121,28,15,0.5357142857142857,75,905,4,233,3.1
86519,Drake London,Falcons,2023,112,38,18,0.4736842105263157,71,908,2,195,2.8
86519,Drake London,Falcons,2024,158,42,22,0.5238095238095238,102,1312,9,345,3.4
86519,Drake London,Falcons,2025,108,31,13,0.4193548387096774,69,921,7,243,3.5
91470,Deonte Harty,Saints,2022,2,0,0,,2,13,0,8,4.0
91470,Deonte Harty,Bills,2023,22,2,1,0.5,15,150,1,81,5.4
91470,Deonte Harty,Ravens,2024,0,0,0,,0,0,0,0,0.0
91472,Jason Moore,Chargers,2022,3,1,0,0.0,1,5,0,0,0.0
91479,Ashton Dulin,Colts,2022,22,10,6,0.6,15,207,1,35,2.3
91479,Ashton Dulin,Colts,2024,9,2,0,0.0,3,79,1,52,17.3
91479,Ashton Dulin,Colts,2025,11,3,1,0.3333333333333333,5,106,0,52,10.4
91824,Michael Bandy,Chargers,2022,18,3,1,0.3333333333333333,10,89,0,20,2.0
91824,Michael Bandy,Broncos,2023,0,0,0,,0,0,0,0,0.0
91824,Michael Bandy,Broncos,2025,4,1,1,1.0,4,50,1,27,6.8
94356,Trinity Benson,Lions,2022,0,0,0,,0,0,0,0,0.0
94375,Malik Taylor,Jets,2023,5,0,0,,2,13,0,8,4.0
94379,Tom Kennedy,Lions,2022,15,1,0,0.0,9,154,0,75,8.3
94379,Tom Kennedy,Lions,2024,1,0,0,,0,0,0,0,0.0
94379,Tom Kennedy,Lions,2025,4,1,1,1.0,4,36,0,4,1.0
95015,Gunner Olszewski,Steelers,2022,6,2,1,0.5,5,53,0,15,3.0
95015,Gunner Olszewski,Giants,2023,1,0,0,,1,0,0,1,1.0
95015,Gunner Olszewski,Giants,2025,14,2,2,1.0,10,145,1,74,7.4
97078,Anthony Gould,Colts,2024,1,0,0,,1,23,0,5,5.0
97078,Anthony Gould,Colts,2025,2,0,0,,2,6,0,8,4.0
97108,Malik Washington,Dolphins,2024,37,7,3,0.4285714285714285,26,223,0,123,4.7
97108,Malik Washington,Dolphins,2025,66,9,5,0.5555555555555556,50,382,3,322,6.4
97116,Skyy Moore,Chiefs,2022,34,3,1,0.3333333333333333,22,250,0,146,6.6
97116,Skyy Moore,Chiefs,2023,40,5,1,0.2,23,274,1,121,5.3
97116,Skyy Moore,Chiefs,2024,2,0,0,,0,0,0,0,0.0
97116,Skyy Moore,49ers,2025,7,1,1,1.0,5,87,0,27,5.4
97156,Isaiah Williams,Bengals,2024,3,0,0,,2,6,0,7,3.5
97156,Isaiah Williams,Jets,2025,36,3,1,0.3333333333333333,26,193,0,122,4.7
97268,Zay Flowers,Ravens,2023,108,11,5,0.4545454545454545,79,862,5,397,5.0
97268,Zay Flowers,Ravens,2024,121,16,8,0.5,79,1094,4,492,6.2
97268,Zay Flowers,Ravens,2025,123,15,8,0.5333333333333333,88,1256,5,483,5.5
97273,Jalen Moreno-Cropper,Cowboys,2024,0,0,0,,0,0,0,0,0.0
97273,Jalen Moreno-Cropper,Cowboys,2025,0,0,0,,0,0,0,0,0.0
97288,Tahj Washington,Dolphins,2025,6,2,1,0.5,3,37,0,9,3.0
97399,Jamari Thrash,Browns,2024,6,1,0,0.0,3,22,0,14,4.7
97399,Jamari Thrash,Browns,2025,14,1,0,0.0,10,107,0,41,4.1
97400,John Metchie III,Texans,2023,31,3,0,0.0,17,159,0,84,4.9
97400,John Metchie III,Texans,2024,37,11,6,0.5454545454545454,24,254,1,65,2.7
97400,John Metchie III,Jets,2025,48,8,3,0.375,33,274,2,144,4.4
97405,Garrett Wilson,Jets,2022,145,39,14,0.358974358974359,85,1121,4,406,4.8
97405,Garrett Wilson,Jets,2023,175,42,11,0.2619047619047619,96,1067,3,331,3.5
97405,Garrett Wilson,Jets,2024,162,32,16,0.5,103,1112,7,450,4.4
97405,Garrett Wilson,Jets,2025,60,13,5,0.3846153846153846,39,422,4,107,2.7
97605,Rashee Rice,Chiefs,2023,102,6,1,0.1666666666666666,80,942,7,664,8.3
97605,Rashee Rice,Chiefs,2024,31,1,0,0.0,25,309,2,185,7.4
97605,Rashee Rice,Chiefs,2025,80,17,4,0.2352941176470588,55,573,5,430,7.8
97623,Jordan Whittington,Rams,2024,28,3,1,0.3333333333333333,22,293,0,206,9.4
97623,Jordan Whittington,Rams,2025,25,1,0,0.0,20,207,0,119,6.0
97774,Jonathan Mingo,Panthers,2023,86,11,4,0.3636363636363636,44,423,0,162,3.7
97774,Jonathan Mingo,Cowboys,2024,46,13,2,0.1538461538461538,17,167,0,69,4.1
97774,Jonathan Mingo,Cowboys,2025,5,1,0,0.0,1,25,0,4,4.0
97989,David Bell,Browns,2022,33,9,4,0.4444444444444444,25,224,0,74,3.0
97989,David Bell,Browns,2023,21,3,2,0.6666666666666666,14,167,3,73,5.2
97989,David Bell,Browns,2024,3,1,1,1.0,3,27,0,9,3.0
98005,Theo Wease Jr.,Dolphins,2025,10,3,1,0.3333333333333333,6,139,1,60,10.0
98095,Joshua Cephus,Jaguars,2024,0,0,0,,0,0,0,0,0.0
98847,Bub Means,Saints,2024,15,4,2,0.5,9,118,1,20,2.2
99197,Xavier Legette,Panthers,2024,86,23,12,0.5217391304347826,49,497,4,112,2.3
99197,Xavier Legette,Panthers,2025,63,14,6,0.4285714285714285,35,363,3,74,2.1
99204,Ramel Keyton,Raiders,2024,3,1,1,1.0,1,7,0,0,0.0
99207,Ainias Smith,Eagles,2024,10,1,0,0.0,8,39,1,25,3.1
99218,Treylon Burks,Titans,2022,56,12,7,0.5833333333333334,34,464,2,187,5.5
99218,Treylon Burks,Titans,2023,35,10,2,0.2,18,225,0,74,4.1
99218,Treylon Burks,Titans,2024,9,2,0,0.0,4,34,0,4,1.0
99218,Treylon Burks,Commanders,2025,25,7,3,0.4285714285714285,11,146,1,36,3.3
99229,George Pickens,Steelers,2022,96,32,20,0.625,56,851,4,112,2.0
99229,George Pickens,Steelers,2023,109,22,7,0.3181818181818182,65,1178,5,426,6.5
99229,George Pickens,Steelers,2024,109,30,12,0.4,64,1022,3,272,4.3
99229,George Pickens,Cowboys,2025,145,45,24,0.5333333333333333,98,1477,9,498,5.1
99248,Trey Palmer,Buccaneers,2023,69,19,6,0.3157894736842105,40,399,3,113,2.8
99248,Trey Palmer,Buccaneers,2024,23,4,1,0.25,12,172,1,42,3.5
99691,Jared Wayne,Texans,2024,0,0,0,,0,0,0,0,0.0
99691,Jared Wayne,Texans,2025,2,0,0,,2,20,0,2,1.0
99711,Dontayvion Wicks,Packers,2023,62,8,3,0.375,39,580,4,218,5.6
99711,Dontayvion Wicks,Packers,2024,76,14,3,0.2142857142857142,39,415,5,148,3.8
99711,Dontayvion Wicks,Packers,2025,45,11,7,0.6363636363636364,31,344,2,82,2.6
100632,Puka Nacua,Rams,2023,164,26,12,0.4615384615384615,110,1557,6,648,5.9
100632,Puka Nacua,Rams,2024,111,21,6,0.2857142857142857,80,1000,3,526,6.6
100632,Puka Nacua,Rams,2025,166,44,31,0.7045454545454546,133,1831,10,683,5.1
100637,Devaughn Vele,Broncos,2024,57,15,9,0.6,43,502,3,146,3.4
100637,Devaughn Vele,Saints,2025,42,13,10,0.7692307692307693,27,321,2,38,1.4
100660,Ricky Pearsall,49ers,2024,47,10,5,0.5,32,406,3,120,3.8
100660,Ricky Pearsall,49ers,2025,59,12,9,0.75,36,528,0,78,2.2
100894,Jacob Cowing,49ers,2024,7,1,0,0.0,5,82,0,32,6.4
101106,Tre Tucker,Raiders,2023,36,3,1,0.3333333333333333,19,331,2,27,1.4
101106,Tre Tucker,Raiders,2024,85,16,8,0.5,50,586,3,215,4.3
101106,Tre Tucker,Raiders,2025,97,15,5,0.3333333333333333,59,746,5,320,5.4
101130,Xavier Weaver,Cardinals,2024,3,2,0,0.0,0,0,0,0,0.0
101130,Xavier Weaver,Cardinals,2025,14,3,1,0.3333333333333333,8,74,0,22,2.8
101135,Jha'Quan Jackson,Titans,2024,4,0,0,,2,27,0,27,13.5
101634,Luke McCaffrey,Commanders,2024,28,5,2,0.4,18,168,0,96,5.3
101634,Luke McCaffrey,Commanders,2025,18,2,2,1.0,14,230,3,78,5.6
101701,Jameson Williams,Lions,2022,9,0,0,,2,107,1,47,23.5
101701,Jameson Williams,Lions,2023,44,7,4,0.5714285714285714,25,364,2,116,4.6
101701,Jameson Williams,Lions,2024,92,14,6,0.4285714285714285,61,1026,7,511,8.4
101701,Jameson Williams,Lions,2025,102,11,6,0.5454545454545454,67,1167,7,485,7.2
101710,Casey Washington,Falcons,2024,2,1,0,0.0,1,14,0,11,11.0
101710,Casey Washington,Falcons,2025,14,4,1,0.25,6,94,0,12,2.0
101711,Dalevon Campbell,Panthers,2025,0,0,0,,0,0,0,0,0.0
101735,Wan'Dale Robinson,Giants,2022,32,8,4,0.5,23,227,1,127,5.5
101735,Wan'Dale Robinson,Giants,2023,78,5,4,0.8,60,525,1,291,4.8
101735,Wan'Dale Robinson,Giants,2024,138,30,17,0.5666666666666667,96,718,3,379,4.0
101735,Wan'Dale Robinson,Giants,2025,143,26,9,0.3461538461538461,96,1035,4,401,4.2
102578,Jakobie Keeney-James,Packers,2025,2,1,1,1.0,2,15,0,0,0.0
102585,Xavier Smith,Rams,2024,2,0,0,,2,6,0,5,2.5
102585,Xavier Smith,Rams,2025,23,1,0,0.0,18,303,0,108,6.0
102929,Kaylon Geiger,Buccaneers,2022,0,0,0,,0,0,0,0,0.0
102933,Dalen Cambre,Giants,2025,0,0,0,,0,0,0,0,0.0
104136,Xavier Gipson,Jets,2023,39,7,2,0.2857142857142857,23,246,0,118,5.1
104136,Xavier Gipson,Jets,2024,12,3,1,0.3333333333333333,6,39,1,22,3.7
104136,Xavier Gipson,Eagles,2025,2,0,0,,2,6,0,14,7.0
104155,Demario Douglas,Patriots,2023,79,13,6,0.4615384615384615,52,578,0,346,6.7
104155,Demario Douglas,Patriots,2024,95,5,2,0.4,72,665,3,418,5.8
104155,Demario Douglas,Patriots,2025,48,5,3,0.6,35,536,3,267,7.6
104969,Coleman Owen,Colts,2025,1,0,0,,0,0,0,0,0.0
109617,Mason Tipton,Saints,2024,26,5,3,0.6,15,108,0,31,2.1
109617,Mason Tipton,Saints,2025,19,3,0,0.0,12,89,0,46,3.8
109811,Andrei Iosivas,Bengals,2023,25,5,2,0.4,15,116,4,34,2.3
109811,Andrei Iosivas,Bengals,2024,66,13,7,0.5384615384615384,37,529,6,114,3.1
109811,Andrei Iosivas,Bengals,2025,59,16,3,0.1875,34,444,2,103,3.0
111276,Grant DuBose,Dolphins,2024,5,2,0,0.0,2,11,0,4,2.0
111284,Jalen Brooks,Cowboys,2023,8,1,1,1.0,6,64,0,30,5.0
111284,Jalen Brooks,Cowboys,2024,33,14,5,0.3571428571428571,13,190,1,40,3.1
111284,Jalen Brooks,Cardinals,2025,6,1,1,1.0,3,51,0,18,6.0
111900,Dareke Young,Seahawks,2022,3,1,1,1.0,3,46,0,24,8.0
111900,Dareke Young,Seahawks,2023,0,0,0,,0,0,0,0,0.0
111900,Dareke Young,Seahawks,2024,1,0,0,,0,0,0,0,0.0
111900,Dareke Young,Seahawks,2025,3,2,1,0.5,2,48,0,1,0.5
115664,Mason Kinsey,Titans,2022,1,0,0,,1,3,0,0,0.0
115664,Mason Kinsey,Titans,2023,1,0,0,,1,6,0,9,9.0
115664,Mason Kinsey,Titans,2024,3,0,0,,2,17,0,0,0.0
115664,Mason Kinsey,Titans,2025,4,1,1,1.0,2,48,0,3,1.5
121451,Jason Brownlee,Jets,2023,11,2,0,0.0,6,61,1,21,3.5
121451,Jason Brownlee,Chiefs,2025,1,0,0,,0,0,0,0,0.0
121811,Jaylin Lane,Commanders,2025,32,8,3,0.375,17,257,0,40,2.4
121926,Danny Gray,49ers,2022,6,1,0,0.0,1,10,0,4,4.0
122220,Xavier Restrepo,Titans,2025,8,2,0,0.0,5,50,0,22,4.4
122518,Xavier Hutchinson,Texans,2023,22,9,1,0.1111111111111111,9,121,0,23,2.6
122518,Xavier Hutchinson,Texans,2024,28,9,2,0.2222222222222222,13,133,0,40,3.1
122518,Xavier Hutchinson,Texans,2025,60,9,3,0.3333333333333333,36,440,3,152,4.2
122579,Quentin Skinner,Jets,2025,2,1,1,1.0,2,12,0,6,3.0
122676,Tre Harris,Chargers,2025,43,7,5,0.7142857142857143,30,324,1,142,4.7
122730,Jordan Watkins,49ers,2025,3,1,1,1.0,2,26,0,1,0.5
122832,Josh Downs,Colts,2023,100,11,5,0.4545454545454545,73,810,2,399,5.5
122832,Josh Downs,Colts,2024,106,16,8,0.5,75,861,5,415,5.5
122832,Josh Downs,Colts,2025,88,15,5,0.3333333333333333,61,595,4,156,2.6
122937,Marvin Mims Jr.,Broncos,2023,36,8,2,0.25,24,388,1,166,6.9
122937,Marvin Mims Jr.,Broncos,2024,52,4,1,0.25,41,510,6,486,11.8
122937,Marvin Mims Jr.,Broncos,2025,53,4,3,0.75,38,328,1,237,6.2
123000,Jordan Addison,Vikings,2023,115,26,9,0.3461538461538461,70,911,10,267,3.8
123000,Jordan Addison,Vikings,2024,102,22,10,0.4545454545454545,66,895,9,237,3.6
123000,Jordan Addison,Vikings,2025,75,13,6,0.4615384615384615,42,610,3,135,3.2
123085,Quentin Johnston,Chargers,2023,72,27,7,0.2592592592592592,38,431,2,152,4.0
123085,Quentin Johnston,Chargers,2024,91,23,8,0.3478260869565217,56,739,8,313,5.6
123085,Quentin Johnston,Chargers,2025,82,22,11,0.5,52,758,8,230,4.4
123101,Savion Williams,Packers,2025,10,1,1,1.0,10,78,1,66,6.6
123153,Ja'Lynn Polk,Patriots,2024,34,13,3,0.2307692307692307,12,87,2,11,0.9
123155,Myles Price,Vikings,2025,0,0,0,,0,0,0,0,0.0
123406,Ke'Shawn Williams,Bengals,2025,1,0,0,,1,5,0,1,1.0
123470,Mitchell Tinsley,Commanders,2023,0,0,0,,0,0,0,0,0.0
123470,Mitchell Tinsley,Bengals,2025,24,9,3,0.3333333333333333,8,116,2,15,1.9
123578,Tyler Scott,Bears,2023,32,8,1,0.125,17,168,0,65,3.8
123578,Tyler Scott,Bears,2024,1,0,0,,1,5,0,7,7.0
123616,LaJohntay Wester,Ravens,2025,0,0,0,,0,0,0,0,0.0
123709,Tez Johnson,Buccaneers,2025,44,6,4,0.6666666666666666,28,322,5,107,3.8
123904,Javon Baker,Patriots,2024,4,1,0,0.0,1,12,0,0,0.0
124017,Jermaine Burton,Bengals,2024,14,5,1,0.2,4,107,0,18,4.5
124030,Ladd McConkey,Chargers,2024,117,23,13,0.5652173913043478,86,1174,7,411,4.8
124030,Ladd McConkey,Chargers,2025,107,13,3,0.2307692307692307,68,804,6,315,4.6
124039,Arian Smith,Jets,2025,16,6,1,0.1666666666666666,8,61,0,40,5.0
124087,Kayshon Boutte,Patriots,2023,7,2,1,0.5,2,19,0,10,5.0
124087,Kayshon Boutte,Patriots,2024,75,14,9,0.6428571428571429,46,608,3,161,3.5
124087,Kayshon Boutte,Patriots,2025,51,9,5,0.5555555555555556,35,564,6,40,1.1
124173,Malik Heath,Packers,2023,24,9,4,0.4444444444444444,15,125,1,36,2.4
124173,Malik Heath,Packers,2024,12,5,4,0.8,10,97,2,25,2.5
124173,Malik Heath,Packers,2025,7,1,1,1.0,6,86,0,29,4.8
124281,Jimmy Holiday,Chiefs,2025,0,0,0,,0,0,0,0,0.0
124282,Jalin Hyatt,Giants,2023,44,11,5,0.4545454545454545,26,468,0,55,2.1
124282,Jalin Hyatt,Giants,2024,23,6,3,0.5,8,62,0,7,0.9
124282,Jalin Hyatt,Giants,2025,15,5,1,0.2,5,35,0,2,0.4
125155,Jaylin Noel,Texans,2025,35,2,1,0.5,26,292,2,100,3.9
128232,Tory Horton,Seahawks,2025,25,7,2,0.2857142857142857,15,178,5,36,2.4
128374,Kyle Williams,Patriots,2025,24,7,1,0.1428571428571428,10,209,3,78,7.8
129519,Rakim Jarrett,Buccaneers,2023,7,1,1,1.0,4,60,0,27,6.8
129519,Rakim Jarrett,Buccaneers,2024,11,5,3,0.6,9,124,0,19,2.1
129604,Roman Wilson,Steelers,2024,0,0,0,,0,0,0,0,0.0
